V3_2,9.68
V3_3,12.45
V3_4,6.77
V3_5,0.48
V4_1,1.43
V4_2,10.25
V4_3,14.70
V4_4,7.88
V4_5,0.63
Y1_1,0.73
Y1_2,8.39
Y1_3,15.17
Y1_4,10.88
Y1_5,0.87
Y4_1,0.87
Y4_2,8.70
Y4_3,11.04
Y4_4,6.73
Y4_5,0.80
a1_1,1.05
a1_2,17.31
a1_3,15.91
a1_4,11.28
a1_5,1.37
Y5_1,1.59
Y5_2,8.72
Y5_3,9.90
Y5_4,4.31
Y5_5,0.46
a6_1,0.61
a6_2,4.99
a6_3,8.68
a6_4,8.66
a6_5,1.75
a2_1,0.56
a2_2,5.09
a2_3,10.12
a2_4,8.22
a2_5,1.20
a5_1,0.54
a5_2,5.93
a5_3,9.29
a5_4,6.91
a5_5,0.84
a4_1,0.49
a4_2,4.96
a4_3,8.86
a4_4,6.75
a4_5,0.99
a7_1,0.18
a7_2,4.56
a7_3,10.42
a7_4,7.89
a7_5,0.72
a10_1,0.30
a10_2,7.99
a10_3,10.53
a10_4,6.01
a10_5,0.61
a8_1,0.17
a8_2,5.90
a8_3,12.20
a8_4,7.33
a8_5,0.73
a9_1,0.47
a9_2,12.02
a9_3,14.91
a9_4,11.40
a9_5,1.36
a12_1,1.59
a12_2,11.98
a12_3,10.66
a12_4,7.51
a12_5,1.12
a11_1,1.08
a11_2,11.95
a11_3,12.96
a11_4,9.79
a11_5,1.42
b2_1,1.35
b2_2,9.76
b2_3,9.31
b2_4,12.35
b2_5,1.75
b1_1,1.41
b1_2,14.30
b1_3,14.71
b1_4,11.28
b1_5,1.83
b7_1,1.30
b7_2,18.33
b7_3,24.58
b7_4,18.74
b7_5,1.92
b3_1,1.80
b3_2,26.71
b3_3,23.23
b3_4,12.05
b3_5,1.22
b5_1,1.65
b5_2,22.63
b5_3,19.47
b5_4,16.74
b5_5,1.67
b6_1,1.91
b6_2,25.63
b6_3,22.52
b6_4,11.04
b6_5,0.97
b11_1,2.09
b11_2,16.96
b11_3,15.66
b11_4,14.78
b11_5,2.46
b9_1,0.48
b9_2,12.29
b9_3,18.38
b9_4,15.30
b9_5,2.29
b8_1,1.70
b8_2,19.11
b8_3,19.14
b8_4,15.27
b8_5,2.10
b10_1,2.11
b10_2,19.27
b10_3,16.84
b10_4,12.04
b10_5,1.80
c5_1,0.37
c5_2,10.05
c5_3,10.42
c5_4,14.93
c5_5,1.36
c3_1,0.10
c3_2,8.27
c3_3,14.23
c3_4,9.60
c3_5,1.12
c6_1,0.38
c6_2,11.86
c6_3,17.39
c6_4,12.64
c6_5,1.97
c10_1,0.68
c10_2,9.66
c10_3,14.46
c10_4,8.10
c10_5,1.63
c7_1,0.62
c7_2,10.11
c7_3,13.80
c7_4,8.65
c7_5,1.12
c8_1,0.48
c8_2,8.86
c8_3,13.14
c8_4,12.53
c8_5,1.90
c9_1,0.57
c9_2,9.85
c9_3,11.15
c9_4,8.77
c9_5,0.99
c1_1,0.70
c1_2,14.35
c1_3,15.84
c1_4,12.74
c1_5,1.63
c12_1,0.26
c12_2,8.66
c12_3,15.02
c12_4,9.88
c12_5,0.95
c11_1,0.13
c11_2,4.29
c11_3,8.08
c11_4,5.02
c11_5,0.40
d5_1,0.48
d5_2,11.41
d5_3,27.60
d5_4,21.91
d5_5,2.12
d4_1,0.51
d4_2,18.47
d4_3,28.50
d4_4,17.42
d4_5,2.61
d9_1,0.66
d9_2,14.76
d9_3,27.52
d9_4,17.53
d9_5,1.45
d8_1,1.05
d8_2,18.30
d8_3,29.29
d8_4,17.99
d8_5,1.71
d10_1,0.73
d10_2,15.10
d10_3,27.38
d10_4,19.00
d10_5,1.86
d7_1,1.08
d7_2,18.43
d7_3,30.65
d7_4,17.81
d7_5,1.90
d11_1,0.66
d11_2,14.62
d11_3,14.02
d11_4,8.92
d11_5,1.18
e2_1,0.76
e2_2,11.33
e2_3,12.07
e2_4,8.92
e2_5,1.19
d12_1,0.87
d12_2,13.70
d12_3,17.67
d12_4,9.68
d12_5,0.94
e1_1,0.44
e1_2,11.07
e1_3,15.50
e1_4,9.58
e1_5,1.55
e4_1,0.20
e4_2,5.60
e4_3,14.45
e4_4,9.27
e4_5,0.96
e3_1,0.16
e3_2,7.19
e3_3,14.33
e3_4,9.40
e3_5,1.04
e6_1,0.26
e6_2,8.35
e6_3,12.39
e6_4,11.81
e6_5,1.59
e7_1,1.62
e7_2,15.62
e7_3,12.49
e7_4,8.68
e7_5,1.14
e9_1,0.47
e9_2,8.43
e9_3,11.93
e9_4,5.53
e9_5,0.61
e10_1,0.57
e10_2,8.76
e10_3,13.82
e10_4,7.00
e10_5,1.05
e8_1,0.87
e8_2,9.82
e8_3,12.31
e8_4,5.92
e8_5,0.92
e12_1,0.44
e12_2,17.55
e12_3,23.96
e12_4,9.79
e12_5,1.32
e11_1,1.40
e11_2,21.82
e11_3,19.41
e11_4,13.36
e11_5,1.46
L2_1,1.16
L2_2,6.58
L2_3,13.68
L2_4,9.32
L2_5,0.98
K6_1,0.45
K6_2,4.36
K6_3,7.66
K6_4,5.46
K6_5,0.43
N1_1,1.79
N1_2,10.25
N1_3,9.88
N1_4,5.78
N1_5,0.70
M1_1,0.48
M1_2,5.15
M1_3,8.86
M1_4,6.07
M1_5,1.03
O4_1,1.90
O4_2,7.81
O4_3,6.53
O4_4,4.37
O4_5,0.58
O6_1,1.45
O6_2,10.45
O6_3,7.77
O6_4,5.19
O6_5,0.73
R5_1,0.82
R5_2,7.68
R5_3,12.40
R5_4,6.24
R5_5,0.88
P6_1,1.09
P6_2,7.68
P6_3,6.95
P6_4,4.66
P6_5,0.60
Q5_1,1.00
Q5_2,6.54
Q5_3,8.48
Q5_4,4.82
Q5_5,0.49
S2_1,1.10
S2_2,7.49
S2_3,8.43
S2_4,7.24
S2_5,0.97
T3_1,2.00
T3_2,9.47
T3_3,10.54
T3_4,7.25
T3_5,0.70
S5_1,1.17
S5_2,9.41
S5_3,8.59
S5_4,5.12
S5_5,0.72
T5_1,0.82
T5_2,7.21
T5_3,8.31
T5_4,5.91
T5_5,0.62
g1_1,0.36
g1_2,5.15
g1_3,15.48
g1_4,16.92
g1_5,2.32
a3_1,0.45
a3_2,7.96
a3_3,19.32
a3_4,13.05
a3_5,2.02
g4_1,0.35
g4_2,6.34
g4_3,17.41
g4_4,12.73
g4_5,1.67
g6_1,1.72
g6_2,18.13
g6_3,16.57
g6_4,8.21
g6_5,0.90
g5_1,2.29
g5_2,14.71
g5_3,13.21
g5_4,8.05
g5_5,1.24
f4_1,2.01
f4_2,15.13
f4_3,14.76
f4_4,12.95
f4_5,1.32
g7_1,1.96
g7_2,13.28
g7_3,11.29
g7_4,8.15
g7_5,1.26
K1_1,1.40
K1_2,17.68
K1_3,12.46
K1_4,8.25
K1_5,1.03
Z4_1,0.97
Z4_2,6.63
Z4_3,7.85
Z4_4,3.92
Z4_5,0.33
Z5_1,0.98
Z5_2,13.93
Z5_3,16.84
Z5_4,9.85
Z5_5,0.66
W3_1,3.44
W3_2,9.67
W3_3,9.74
W3_4,2.72
W3_5,0.40
P3_1,3.73
P3_2,20.72
P3_3,17.26
P3_4,10.24
P3_5,1.29
M3_1,3.46
M3_2,18.83
M3_3,20.55
M3_4,10.48
M3_5,1.61
S3_1,2.10
S3_2,11.64
S3_3,22.35
S3_4,14.41
S3_5,1.69
g3_1,1.86
g3_2,27.44
g3_3,23.87
g3_4,15.29
g3_5,1.96
d2_1,1.73
d2_2,24.56
d2_3,17.72
d2_4,9.56
d2_5,1.01
f1_1,0.41
f1_2,14.94
f1_3,25.27
f1_4,13.69
f1_5,1.42
d1_1,0.39
d1_2,17.12
d1_3,21.88
d1_4,13.41
d1_5,1.69
c2_1,1.18
c2_2,12.31
c2_3,15.11
c2_4,10.00
c2_5,1.40
g2_1,1.78
g2_2,17.01
g2_3,19.72
g2_4,10.12
g2_5,1.19
f5_1,1.03
f5_2,14.42
f5_3,20.08
f5_4,12.03
f5_5,1.52
f2_1,0.89
f2_2,16.45
f2_3,19.29
f2_4,13.28
f2_5,1.81
g11_1,0.80
g11_2,20.73
g11_3,23.94
g11_4,9.25
g11_5,1.20
g8_1,0.87
g8_2,25.24
g8_3,23.29
g8_4,12.41
g8_5,1.43
g10_1,0.75
g10_2,19.77
g10_3,26.84
g10_4,17.45
g10_5,1.06
g9_1,1.25
g9_2,24.51
g9_3,21.43
g9_4,7.94
g9_5,1.12
f11_1,0.77
f11_2,26.31
f11_3,23.96
f11_4,10.95
f11_5,1.41
g12_1,0.67
g12_2,16.88
g12_3,20.37
g12_4,10.87
g12_5,1.07
f9_1,0.99
f9_2,23.14
f9_3,29.00
f9_4,15.07
f9_5,1.16
f12_1,1.45
f12_2,28.32
f12_3,29.31
f12_4,15.46
f12_5,1.43
P5_1,2.85
P5_2,9.76
P5_3,10.03
P5_4,4.59
P5_5,0.57
U5_1,3.27
U5_2,9.16
U5_3,7.25
U5_4,4.38
U5_5,0.68
P1_1,3.02
P1_2,13.51
P1_3,8.69
P1_4,3.05
P1_5,0.47
f3_1,0.24
f3_2,14.28
f3_3,18.11
f3_4,12.06
f3_5,1.45
f8_1,0.77
f8_2,13.62
f8_3,19.25
f8_4,6.41
f8_5,1.01
f7_1,0.36
f7_2,14.50
f7_3,19.19
f7_4,10.86
f7_5,1.02
f6_1,0.27
f6_2,12.00
f6_3,17.37
f6_4,12.28
f6_5,1.24
b12_1,0.39
b12_2,8.39
b12_3,16.19
b12_4,16.45
b12_5,1.64
d3_1,0.43
d3_2,13.81
d3_3,18.23
d3_4,15.83
d3_5,1.99
c4_1,0.29
c4_2,11.94
c4_3,20.26
c4_4,11.57
c4_5,1.15
O2_1,3.05
O2_2,21.45
O2_3,18.32
O2_4,13.16
O2_5,1.68
e5_1,0.88
e5_2,20.32
e5_3,22.49
e5_4,10.79
e5_5,1.24
Y2_1,2.50
Y2_2,14.89
Y2_3,14.93
Y2_4,8.65
Y2_5,0.78
f10_1,1.34
f10_2,26.72
f10_3,28.83
f10_4,15.09
f10_5,1.36
d6_1,0.55
d6_2,12.55
d6_3,24.67
d6_4,15.75
d6_5,1.23
Z8_1,6.92
Z8_2,30.45
Z8_3,30.44
Z8_4,17.27
Z8_5,1.63
U2_1,0.84
U2_2,8.12
U2_3,11.17
U2_4,7.25
U2_5,0.65
W1_1,1.35
W1_2,6.91
W1_3,12.86
W1_4,8.21
W1_5,0.95
M4_1,0.80
M4_2,8.96
M4_3,17.03
M4_4,9.74
M4_5,0.99
T6_1,1.84
T6_2,11.14
T6_3,13.21
T6_4,6.81
T6_5,0.52
Q1_1,1.89
Q1_2,14.78
Q1_3,13.67
Q1_4,6.98
Q1_5,0.90
Y3_1,1.59
Y3_2,10.00
Y3_3,9.08
Y3_4,4.49
Y3_5,0.54
Z6_1,1.72
Z6_2,14.15
Z6_3,19.08
Z6_4,15.59
Z6_5,1.85
K5_1,1.04
K5_2,14.58
K5_3,18.54
K5_4,17.57
K5_5,2.15
X3_1,1.70
X3_2,12.54
X3_3,16.08
X3_4,14.00
X3_5,1.90
S6_1,1.49
S6_2,12.54
S6_3,18.77
S6_4,11.37
S6_5,1.32
V1_1,4.14
V1_2,14.37
V1_3,10.74
V1_4,6.22
V1_5,0.73
M6_1,0.86
M6_2,8.18
M6_3,6.07
M6_4,3.53
M6_5,0.41
Z1_1,1.35
Z1_2,7.25
Z1_3,7.47
Z1_4,3.84
Z1_5,0.32
